311.865, 129.492, 3.551,  3.620 False
311.746, 129.492, 3.584,  3.653 False
311.626, 129.492, 3.617,  3.686 False
311.504, 129.492, 3.650,  3.719 False
311.382, 129.492, 3.683,  3.752 False
311.258, 129.492, 3.716,  3.785 False
311.133, 129.492, 3.749,  3.818 False
311.008, 129.492, 3.783,  3.851 False
310.881, 129.492, 3.816,  3.884 False
310.753, 129.492, 3.848,  3.917 False
310.624, 129.492, 3.881,  3.950 False
310.493, 129.492, 3.912,  3.983 False
310.362, 129.492, 3.944,  4.016 False
310.230, 129.492, 3.975,  4.049 False
310.097, 129.492, 4.007,  4.082 False
309.962, 129.492, 4.037,  4.115 False
309.827, 129.492, 4.069,  4.148 False
309.691, 129.492, 4.100,  4.181 False
309.553, 129.492, 4.131,  4.214 False
309.415, 129.492, 4.162,  4.247 False
309.275, 129.492, 4.194,  4.280 False
309.135, 129.492, 4.225,  4.313 False
308.993, 129.492, 4.257,  4.346 False
308.850, 129.492, 4.288,  4.379 False
308.707, 129.492, 4.319,  4.412 False
308.562, 129.492, 4.351,  4.445 False
308.416, 129.492, 4.383,  4.478 False
308.269, 129.492, 4.414,  4.511 False
308.121, 129.492, 4.445,  4.544 False
307.972, 129.492, 4.476,  4.577 False
307.822, 129.492, 4.507,  4.610 False
307.671, 129.492, 4.538,  4.643 False
307.519, 129.492, 4.569,  4.676 False
307.366, 129.492, 4.600,  4.709 False
307.212, 129.492, 4.631,  4.742 False
307.057, 129.492, 4.662,  4.775 False
306.901, 129.492, 4.692,  4.808 False
306.744, 129.493, 4.723,  4.841 False
306.586, 129.497, 4.744,  4.874 False
306.427, 129.504, 4.771,  4.907 False
306.267, 129.511, 4.805,  4.940 False
306.106, 129.520, 4.839,  4.973 False
305.944, 129.530, 4.872,  5.006 False
305.781, 129.540, 4.904,  5.039 False
305.618, 129.553, 4.933,  5.072 False
305.453, 129.565, 4.966,  5.105 False
305.287, 129.580, 4.996,  5.138 False
305.120, 129.594, 5.029,  5.171 False
304.952, 129.611, 5.060,  5.204 False
304.784, 129.628, 5.092,  5.237 False
304.614, 129.646, 5.121,  5.270 False
304.444, 129.665, 5.151,  5.303 False
304.273, 129.686, 5.170,  5.336 False
304.101, 129.706, 5.183,  5.369 False
303.930, 129.729, 5.187,  5.402 False
303.759, 129.752, 5.187,  5.435 False
303.587, 129.774, 5.195,  5.468 False
303.415, 129.796, 5.209,  5.501 False
303.243, 129.820, 5.231,  5.534 False
303.069, 129.844, 5.259,  5.567 False
302.895, 129.868, 5.292,  5.600 False
302.719, 129.894, 5.329,  5.633 False
302.542, 129.920, 5.370,  5.666 False
302.364, 129.944, 5.412,  5.699 False
302.184, 129.970, 5.453,  5.732 False
302.003, 129.997, 5.494,  5.765 False
301.821, 130.024, 5.535,  5.798 False
301.637, 130.052, 5.575,  5.831 False
301.453, 130.082, 5.614,  5.864 False
301.267, 130.113, 5.653,  5.897 False
301.080, 130.145, 5.692,  5.930 False
300.893, 130.178, 5.730,  5.963 False
300.704, 130.212, 5.767,  5.996 False
300.514, 130.247, 5.802,  6.029 False
300.322, 130.282, 5.841,  6.062 False
300.130, 130.316, 5.877,  6.095 False
299.936, 130.351, 5.912,  6.128 False
299.741, 130.385, 5.946,  6.161 False
299.545, 130.421, 5.979,  6.194 False
299.348, 130.456, 6.013,  6.227 False
299.150, 130.491, 6.047,  6.260 False
298.951, 130.527, 6.080,  6.293 False
298.751, 130.563, 6.114,  6.326 False
298.550, 130.600, 6.146,  6.359 False
298.347, 130.638, 6.179,  6.392 False
298.144, 130.675, 6.212,  6.425 False
297.940, 130.713, 6.245,  6.458 False
297.734, 130.751, 6.277,  6.491 False
297.528, 130.790, 6.309,  6.524 False
297.320, 130.830, 6.340,  6.557 False
297.112, 130.869, 6.373,  6.590 False
296.902, 130.909, 6.404,  6.623 False
296.692, 130.948, 6.436,  6.656 False
296.480, 130.988, 6.467,  6.689 False
296.268, 131.028, 6.499,  6.722 False
296.054, 131.069, 6.530,  6.755 False
295.839, 131.109, 6.561,  6.788 False
295.624, 131.150, 6.592,  6.821 False
295.407, 131.191, 6.623,  6.854 False
295.189, 131.232, 6.654,  6.887 False
294.971, 131.274, 6.686,  6.920 False
294.751, 131.316, 6.716,  6.953 False
294.530, 131.358, 6.747,  6.986 False
294.309, 131.400, 6.777,  7.019 False
294.086, 131.442, 6.808,  7.052 False
293.862, 131.485, 6.837,  7.085 False
293.638, 131.527, 6.868,  7.118 False
293.412, 131.570, 6.898,  7.151 False
293.185, 131.613, 6.928,  7.184 False
292.958, 131.656, 6.957,  7.217 False
292.729, 131.699, 6.986,  7.250 False
292.500, 131.743, 7.015,  7.283 False
292.269, 131.786, 7.045,  7.316 False
292.038, 131.830, 7.074,  7.349 False
291.805, 131.873, 7.104,  7.382 False
291.572, 131.917, 7.132,  7.415 False
291.337, 131.961, 7.162,  7.448 False
291.102, 132.005, 7.190,  7.481 False
290.866, 132.049, 7.220,  7.514 False
290.628, 132.093, 7.249,  7.547 False
290.390, 132.137, 7.278,  7.580 False
290.151, 132.181, 7.307,  7.613 False
289.911, 132.226, 7.337,  7.646 False
289.669, 132.270, 7.366,  7.679 False
289.427, 132.314, 7.396,  7.712 False
289.184, 132.358, 7.425,  7.745 False
288.940, 132.403, 7.454,  7.778 False
288.694, 132.447, 7.483,  7.811 False
288.448, 132.491, 7.512,  7.844 False
288.201, 132.535, 7.540,  7.877 False
287.953, 132.580, 7.570,  7.910 False
287.704, 132.624, 7.598,  7.943 False
287.453, 132.668, 7.628,  7.976 False
287.202, 132.711, 7.655,  8.009 False
286.950, 132.755, 7.685,  8.042 False
286.697, 132.799, 7.713,  8.075 False
286.443, 132.843, 7.743,  8.108 False
286.188, 132.886, 7.771,  8.141 False
285.931, 132.926, 7.793,  8.174 False
285.673, 132.961, 7.811,  8.207 False
285.414, 132.994, 7.840,  8.240 False
285.154, 133.026, 7.873,  8.273 False
284.893, 133.058, 7.908,  8.306 False
284.630, 133.089, 7.940,  8.339 False
284.366, 133.118, 7.970,  8.372 False
284.102, 133.147, 8.000,  8.405 False
283.835, 133.173, 8.028,  8.438 False
283.568, 133.198, 8.057,  8.471 False
283.300, 133.221, 8.086,  8.504 False
283.031, 133.242, 8.116,  8.537 False
282.760, 133.262, 8.145,  8.570 False
282.489, 133.279, 8.172,  8.603 False
282.216, 133.295, 8.202,  8.636 False
281.942, 133.309, 8.227,  8.669 False
281.668, 133.322, 8.250,  8.702 False
281.393, 133.334, 8.269,  8.735 False
281.117, 133.345, 8.282,  8.768 False
280.841, 133.354, 8.293,  8.801 False
280.565, 133.361, 8.301,  8.834 False
280.288, 133.368, 8.309,  8.867 False
280.012, 133.372, 8.314,  8.900 False
279.735, 133.374, 8.319,  8.933 False
279.457, 133.375, 8.324,  8.966 False
279.180, 133.374, 8.327,  8.999 False
278.903, 133.372, 8.331,  9.032 False
278.625, 133.367, 8.334,  9.065 False
278.347, 133.362, 8.338,  9.098 False
278.070, 133.357, 8.341,  9.131 False
277.792, 133.350, 8.343,  9.164 False
277.514, 133.342, 8.344,  9.197 False
277.236, 133.332, 8.345,  9.230 False
276.958, 133.322, 8.346,  9.263 False
276.680, 133.310, 8.347,  9.296 False
276.402, 133.296, 8.347,  9.329 False
276.125, 133.281, 8.348,  9.362 False
275.847, 133.265, 8.349,  9.395 False
275.569, 133.248, 8.350,  9.428 False
275.291, 133.231, 8.352,  9.461 False
275.014, 133.212, 8.352,  9.494 False
274.736, 133.193, 8.352,  9.527 False
274.458, 133.173, 8.352,  9.560 False
274.181, 133.152, 8.352,  9.593 False
273.903, 133.130, 8.352,  9.626 False
273.626, 133.106, 8.351,  9.659 False
273.349, 133.081, 8.352,  9.692 False
273.072, 133.055, 8.352,  9.725 False
272.795, 133.029, 8.352,  9.758 False
272.518, 133.001, 8.352,  9.791 False
272.241, 132.973, 8.352,  9.824 False
271.964, 132.946, 8.353,  9.857 False
271.687, 132.917, 8.352,  9.890 False
271.410, 132.888, 8.352,  9.923 False
271.133, 132.858, 8.351,  9.956 False
270.857, 132.827, 8.351,  9.989 False
270.580, 132.796, 8.351, 10.022 False
270.304, 132.763, 8.351, 10.055 False
270.027, 132.730, 8.350, 10.088 False
269.751, 132.696, 8.350, 10.121 False
269.475, 132.662, 8.350, 10.154 False
269.199, 132.627, 8.350, 10.187 False
268.923, 132.592, 8.350, 10.220 False
268.647, 132.557, 8.350, 10.253 False
268.371, 132.521, 8.349, 10.286 False
268.095, 132.486, 8.349, 10.319 False
267.819, 132.450, 8.349, 10.352 False
267.543, 132.414, 8.348, 10.385 False
267.267, 132.376, 8.348, 10.418 False
266.991, 132.338, 8.347, 10.451 False
266.716, 132.301, 8.347, 10.484 False
266.440, 132.263, 8.347, 10.517 False
266.165, 132.224, 8.347, 10.550 False
265.889, 132.185, 8.347, 10.583 False
265.614, 132.147, 8.346, 10.616 False
265.338, 132.108, 8.346, 10.649 False
265.063, 132.069, 8.346, 10.682 False
264.787, 132.030, 8.346, 10.715 False
264.512, 131.991, 8.345, 10.748 False
264.237, 131.952, 8.345, 10.781 False
263.961, 131.912, 8.345, 10.814 False
263.686, 131.872, 8.344, 10.847 False
263.411, 131.833, 8.344, 10.880 False
263.135, 131.793, 8.344, 10.913 False
262.860, 131.753, 8.344, 10.946 False
262.585, 131.713, 8.343, 10.979 False
262.310, 131.673, 8.343, 11.012 False
262.034, 131.634, 8.343, 11.045 False
261.759, 131.594, 8.343, 11.078 False
261.484, 131.554, 8.342, 11.111 False
261.209, 131.515, 8.342, 11.144 False
260.933, 131.475, 8.342, 11.177 False
260.658, 131.435, 8.342, 11.210 False
260.383, 131.396, 8.342, 11.243 False
260.108, 131.356, 8.341, 11.276 False
259.832, 131.317, 8.341, 11.309 False
259.557, 131.278, 8.341, 11.342 False
259.282, 131.238, 8.341, 11.375 False
259.007, 131.199, 8.341, 11.408 False
258.731, 131.160, 8.340, 11.441 False
258.456, 131.121, 8.340, 11.474 False
258.181, 131.082, 8.340, 11.507 False
257.906, 131.043, 8.340, 11.540 False
257.630, 131.005, 8.340, 11.573 False
257.355, 130.966, 8.340, 11.606 False
257.080, 130.928, 8.339, 11.639 False
256.804, 130.890, 8.339, 11.672 False
256.529, 130.851, 8.339, 11.705 False
256.254, 130.813, 8.339, 11.738 False
255.978, 130.775, 8.339, 11.771 False
255.703, 130.738, 8.339, 11.804 False
255.428, 130.700, 8.339, 11.837 False
255.152, 130.663, 8.338, 11.870 False
254.877, 130.625, 8.338, 11.903 False
254.601, 130.588, 8.338, 11.936 False
254.326, 130.551, 8.338, 11.969 False
254.050, 130.514, 8.338, 12.002 False
253.775, 130.478, 8.338, 12.035 False
253.499, 130.441, 8.338, 12.068 False
253.224, 130.405, 8.338, 12.101 False
252.948, 130.369, 8.337, 12.134 False
252.673, 130.333, 8.337, 12.167 False
252.397, 130.297, 8.337, 12.200 False
252.121, 130.262, 8.337, 12.233 False
251.846, 130.227, 8.337, 12.266 False
251.570, 130.191, 8.337, 12.299 False
251.294, 130.157, 8.337, 12.332 False
251.018, 130.123, 8.336, 12.365 False
250.743, 130.089, 8.336, 12.398 False
250.467, 130.055, 8.336, 12.431 False
250.191, 130.021, 8.336, 12.464 False
249.915, 129.988, 8.336, 12.497 False
249.639, 129.955, 8.336, 12.530 False
249.363, 129.922, 8.336, 12.563 False
249.087, 129.889, 8.336, 12.596 False
248.811, 129.856, 8.336, 12.629 False
248.535, 129.825, 8.336, 12.662 False
248.259, 129.793, 8.336, 12.695 False
247.983, 129.762, 8.336, 12.728 False
247.707, 129.731, 8.335, 12.761 False
247.431, 129.701, 8.335, 12.794 False
247.155, 129.671, 8.335, 12.827 False
246.878, 129.641, 8.335, 12.860 False
246.602, 129.612, 8.335, 12.893 False
246.326, 129.582, 8.335, 12.926 False
246.049, 129.553, 8.335, 12.959 False
245.773, 129.525, 8.335, 12.992 False
245.497, 129.496, 8.335, 13.025 False
245.220, 129.468, 8.335, 13.058 False
244.944, 129.440, 8.335, 13.091 False
244.667, 129.412, 8.335, 13.124 False
244.391, 129.385, 8.335, 13.157 False
244.114, 129.360, 8.334, 13.190 False
243.838, 129.333, 8.335, 13.223 False
243.561, 129.308, 8.335, 13.256 False
243.284, 129.283, 8.335, 13.289 False
243.008, 129.258, 8.335, 13.322 False
242.731, 129.233, 8.335, 13.355 False
242.454, 129.209, 8.335, 13.388 False
242.177, 129.185, 8.335, 13.421 False
241.901, 129.161, 8.335, 13.454 False
241.624, 129.137, 8.335, 13.487 False
241.347, 129.114, 8.335, 13.520 False
241.070, 129.092, 8.334, 13.553 False
240.793, 129.070, 8.334, 13.586 False
240.516, 129.048, 8.334, 13.619 False
240.239, 129.026, 8.334, 13.652 False
239.962, 129.004, 8.334, 13.685 False
239.685, 128.983, 8.334, 13.718 False
239.408, 128.962, 8.334, 13.751 False
239.131, 128.942, 8.334, 13.784 False
238.854, 128.921, 8.334, 13.817 False
238.577, 128.902, 8.334, 13.850 False
238.300, 128.883, 8.334, 13.883 False
238.023, 128.865, 8.334, 13.916 False
237.745, 128.847, 8.334, 13.949 False
237.468, 128.830, 8.334, 13.982 False
237.191, 128.812, 8.334, 14.015 False
236.914, 128.795, 8.334, 14.048 False
236.636, 128.778, 8.334, 14.081 False
236.359, 128.761, 8.334, 14.114 False
236.082, 128.745, 8.334, 14.147 False
235.804, 128.729, 8.334, 14.180 False
235.527, 128.713, 8.334, 14.213 False
235.250, 128.698, 8.334, 14.246 False
234.972, 128.683, 8.334, 14.279 False
234.695, 128.669, 8.334, 14.312 False
234.417, 128.655, 8.334, 14.345 False
234.140, 128.641, 8.334, 14.378 False
233.862, 128.627, 8.334, 14.411 False
233.585, 128.614, 8.334, 14.444 False
233.307, 128.601, 8.334, 14.477 False
233.030, 128.588, 8.334, 14.510 False
232.752, 128.576, 8.334, 14.543 False
232.475, 128.564, 8.334, 14.576 False
232.197, 128.553, 8.334, 14.609 False
231.920, 128.541, 8.334, 14.642 False
231.642, 128.531, 8.333, 14.675 False
231.365, 128.521, 8.333, 14.708 False
231.087, 128.510, 8.334, 14.741 False
230.809, 128.500, 8.334, 14.774 False
230.532, 128.491, 8.333, 14.807 False
230.254, 128.482, 8.334, 14.840 False
229.976, 128.473, 8.334, 14.873 False
229.699, 128.464, 8.334, 14.906 False
229.421, 128.455, 8.334, 14.939 False
229.143, 128.447, 8.334, 14.972 False
228.866, 128.439, 8.334, 15.005 False
228.588, 128.431, 8.334, 15.038 False
228.310, 128.424, 8.333, 15.071 False
228.033, 128.417, 8.333, 15.104 False
227.755, 128.410, 8.333, 15.137 False
227.477, 128.403, 8.334, 15.170 False
227.200, 128.397, 8.333, 15.203 False
226.922, 128.391, 8.333, 15.236 False
226.644, 128.385, 8.333, 15.269 False
226.366, 128.380, 8.333, 15.302 False
226.089, 128.375, 8.333, 15.335 False
225.811, 128.370, 8.333, 15.368 False
225.533, 128.366, 8.333, 15.401 False
225.256, 128.361, 8.333, 15.434 False
224.978, 128.358, 8.333, 15.467 False
224.700, 128.354, 8.333, 15.500 False
224.422, 128.351, 8.333, 15.533 False
224.144, 128.348, 8.333, 15.566 False
223.867, 128.345, 8.333, 15.599 False
223.589, 128.342, 8.333, 15.632 False
223.311, 128.340, 8.333, 15.665 False
223.033, 128.337, 8.333, 15.698 False
222.756, 128.335, 8.333, 15.731 False
222.478, 128.334, 8.333, 15.764 False
222.200, 128.333, 8.333, 15.797 False
221.922, 128.332, 8.333, 15.830 False
221.644, 128.332, 8.333, 15.863 False
221.367, 128.331, 8.333, 15.896 False
221.089, 128.330, 8.333, 15.929 False
220.811, 128.330, 8.333, 15.962 False
220.533, 128.330, 8.333, 15.995 False
220.256, 128.330, 8.333, 16.028 False
219.978, 128.330, 8.333, 16.061 False
219.700, 128.331, 8.333, 16.094 False
219.422, 128.331, 8.333, 16.127 False
219.145, 128.333, 8.333, 16.160 False
218.867, 128.334, 8.333, 16.193 False
218.589, 128.336, 8.333, 16.226 False
218.311, 128.338, 8.333, 16.259 False
218.033, 128.340, 8.333, 16.292 False
217.756, 128.343, 8.333, 16.325 False
217.478, 128.345, 8.333, 16.358 False
217.200, 128.348, 8.333, 16.391 False
216.922, 128.350, 8.333, 16.424 False
216.645, 128.353, 8.333, 16.457 False
216.367, 128.356, 8.333, 16.490 False
216.089, 128.360, 8.333, 16.523 False
215.811, 128.363, 8.333, 16.556 False
215.533, 128.367, 8.333, 16.589 False
215.256, 128.372, 8.333, 16.622 False
214.978, 128.376, 8.333, 16.655 False
214.700, 128.381, 8.333, 16.688 False
214.423, 128.385, 8.333, 16.721 False
214.145, 128.390, 8.333, 16.754 False
213.867, 128.395, 8.333, 16.787 False
213.589, 128.399, 8.333, 16.820 False
213.312, 128.404, 8.333, 16.853 False
213.034, 128.410, 8.333, 16.886 False
212.756, 128.415, 8.333, 16.919 False
212.478, 128.420, 8.333, 16.952 False
212.201, 128.426, 8.333, 16.985 False
211.923, 128.432, 8.333, 17.018 False
211.645, 128.438, 8.333, 17.051 False
211.368, 128.443, 8.333, 17.084 False
211.090, 128.450, 8.333, 17.117 False
210.812, 128.456, 8.333, 17.150 False
210.534, 128.462, 8.333, 17.183 False
210.257, 128.468, 8.333, 17.216 False
209.979, 128.475, 8.333, 17.249 False
209.701, 128.481, 8.333, 17.282 False
209.424, 128.488, 8.333, 17.315 False
209.146, 128.495, 8.333, 17.348 False
208.868, 128.502, 8.333, 17.381 False
208.591, 128.509, 8.333, 17.414 False
208.313, 128.516, 8.333, 17.447 False
208.035, 128.523, 8.333, 17.480 False
207.757, 128.530, 8.333, 17.513 False
207.480, 128.538, 8.333, 17.546 False
207.202, 128.545, 8.333, 17.579 False
206.924, 128.553, 8.333, 17.612 False
206.647, 128.560, 8.333, 17.645 False
206.369, 128.568, 8.333, 17.678 False
206.092, 128.576, 8.333, 17.711 False
205.814, 128.584, 8.333, 17.744 False
205.536, 128.592, 8.333, 17.777 False
205.259, 128.600, 8.333, 17.810 False
204.981, 128.608, 8.333, 17.843 False
204.703, 128.616, 8.333, 17.876 False
204.426, 128.624, 8.333, 17.909 False
204.148, 128.632, 8.333, 17.942 False
203.870, 128.641, 8.333, 17.975 False
203.593, 128.649, 8.333, 18.008 False
203.315, 128.657, 8.333, 18.041 False
203.037, 128.666, 8.333, 18.074 False
202.760, 128.674, 8.333, 18.107 False
202.482, 128.683, 8.333, 18.140 False
202.204, 128.692, 8.333, 18.173 False
201.927, 128.700, 8.333, 18.206 False
201.649, 128.709, 8.333, 18.239 False
201.372, 128.718, 8.333, 18.272 False
201.094, 128.727, 8.333, 18.305 False
200.816, 128.735, 8.333, 18.338 False
200.539, 128.744, 8.333, 18.371 False
200.261, 128.753, 8.333, 18.404 False
199.983, 128.762, 8.333, 18.437 False
199.706, 128.771, 8.333, 18.470 False
199.428, 128.781, 8.333, 18.503 False
199.151, 128.790, 8.333, 18.536 False
198.873, 128.799, 8.333, 18.569 False
198.595, 128.808, 8.333, 18.602 False
198.318, 128.817, 8.333, 18.635 False
198.040, 128.826, 8.333, 18.668 False
197.763, 128.836, 8.333, 18.701 False
197.485, 128.845, 8.333, 18.734 False
197.207, 128.854, 8.333, 18.767 False
196.930, 128.863, 8.333, 18.800 False
196.652, 128.873, 8.333, 18.833 False
196.374, 128.882, 8.333, 18.866 False
196.097, 128.891, 8.333, 18.899 False
195.819, 128.901, 8.333, 18.932 False
195.542, 128.910, 8.333, 18.965 False
195.264, 128.920, 8.333, 18.998 False
194.986, 128.929, 8.333, 19.031 False
194.709, 128.938, 8.333, 19.064 False
194.431, 128.948, 8.333, 19.097 False
194.153, 128.957, 8.333, 19.130 False
193.876, 128.967, 8.333, 19.163 False
193.598, 128.976, 8.333, 19.196 False
193.321, 128.985, 8.333, 19.229 False
193.043, 128.995, 8.333, 19.262 False
192.765, 129.004, 8.333, 19.295 False
192.488, 129.014, 8.333, 19.328 False
192.210, 129.023, 8.333, 19.361 False
191.933, 129.032, 8.333, 19.394 False
191.655, 129.042, 8.333, 19.427 False
191.377, 129.051, 8.333, 19.460 False
191.100, 129.060, 8.333, 19.493 False
190.822, 129.070, 8.333, 19.526 False
190.544, 129.079, 8.333, 19.559 False
190.267, 129.088, 8.333, 19.592 False
189.989, 129.097, 8.333, 19.625 False
189.712, 129.107, 8.333, 19.658 False
189.434, 129.116, 8.333, 19.691 False
189.156, 129.125, 8.333, 19.724 False
188.879, 129.134, 8.333, 19.757 False
188.601, 129.143, 8.333, 19.790 False
188.324, 129.152, 8.333, 19.823 False
188.046, 129.161, 8.333, 19.856 False
187.768, 129.171, 8.333, 19.889 False
187.491, 129.180, 8.333, 19.922 False
187.213, 129.188, 8.333, 19.955 False
186.935, 129.197, 8.333, 19.988 False
186.658, 129.206, 8.333, 20.021 False
186.380, 129.215, 8.333, 20.054 False
186.103, 129.224, 8.333, 20.087 False
185.825, 129.233, 8.333, 20.120 False
185.547, 129.242, 8.333, 20.153 False
185.270, 129.250, 8.333, 20.186 False
184.992, 129.259, 8.333, 20.219 False
184.714, 129.268, 8.333, 20.252 False
184.437, 129.276, 8.333, 20.285 False
184.159, 129.285, 8.333, 20.318 False
183.882, 129.293, 8.333, 20.351 False
183.604, 129.302, 8.333, 20.384 False
183.326, 129.310, 8.333, 20.417 False
183.049, 129.318, 8.333, 20.450 False
182.771, 129.327, 8.333, 20.483 False
182.493, 129.335, 8.333, 20.516 False
182.216, 129.343, 8.333, 20.549 False
181.938, 129.351, 8.333, 20.582 False
181.660, 129.359, 8.333, 20.615 False
181.383, 129.367, 8.333, 20.648 False
181.105, 129.375, 8.333, 20.681 False
180.827, 129.383, 8.333, 20.714 False
180.550, 129.391, 8.333, 20.747 False
180.272, 129.399, 8.333, 20.780 False
179.994, 129.406, 8.333, 20.813 False
179.717, 129.414, 8.333, 20.846 False
179.439, 129.422, 8.333, 20.879 False
179.161, 129.429, 8.333, 20.912 False
178.884, 129.437, 8.333, 20.945 False
178.606, 129.444, 8.333, 20.978 False
178.328, 129.452, 8.333, 21.011 False
178.051, 129.459, 8.333, 21.044 False
177.773, 129.466, 8.333, 21.077 False
177.495, 129.473, 8.333, 21.110 False
177.218, 129.480, 8.333, 21.143 False
176.940, 129.487, 8.333, 21.176 False
176.662, 129.494, 8.333, 21.209 False
176.385, 129.501, 8.333, 21.242 False
176.107, 129.508, 8.333, 21.275 False
175.829, 129.515, 8.333, 21.308 False
175.552, 129.522, 8.333, 21.341 False
175.274, 129.528, 8.333, 21.374 False
174.996, 129.535, 8.333, 21.407 False
174.719, 129.541, 8.333, 21.440 False
174.441, 129.548, 8.333, 21.473 False
174.163, 129.554, 8.330, 21.506 False
173.886, 129.560, 8.305, 21.539 False
173.611, 129.566, 8.246, 21.572 False
173.339, 129.572, 8.157, 21.605 False
173.071, 129.578, 8.043, 21.638 False
172.807, 129.584, 7.909, 21.671 False
172.548, 129.589, 7.762, 21.704 False
172.295, 129.594, 7.602, 21.737 False
172.046, 129.599, 7.434, 21.770 False
171.804, 129.604, 7.261, 21.803 False
171.568, 129.608, 7.083, 21.836 False
171.337, 129.612, 6.905, 21.869 False
171.112, 129.616, 6.727, 21.902 False
170.893, 129.620, 6.558, 21.935 False
